seed,controller,p_crit,quant,L_dec_ms,L_LG_ms,slm_raw_completion_ms,L_tot_ms,route,executed_action,lg_blocked
202,Hybrid,0.15,Q4_K_M,0.0,0.0027,0.0,0.013,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,698.3862,0.0171,698.2458,698.5816,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0037,0.0,0.0339,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0029,0.0,0.0139,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,666.069,0.0286,665.8616,666.301,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0094,0.0,0.0642,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,762.859,0.0277,762.6116,763.2327,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,753.7247,0.0285,753.5152,754.1181,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.01,0.0,0.0692,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,788.6786,0.0283,788.4367,789.0534,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0092,0.0,0.0636,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,680.0935,0.0274,679.8959,680.4672,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,772.2217,0.0292,771.9904,772.6104,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0094,0.0,0.0645,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0074,0.0,0.0353,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,637.5559,0.0275,637.3573,637.9236,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,693.6808,0.0282,693.4186,694.0697,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0095,0.0,0.0657,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,701.9653,0.0279,701.7561,702.3414,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0092,0.0,0.0645,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.007,0.0,0.0346,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,718.0147,0.029,717.7593,718.3833,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0089,0.0,0.0637,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0074,0.0,0.0348,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0069,0.0,0.0295,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,725.0693,0.017,724.923,725.4087,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0037,0.0,0.034,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0029,0.0,0.0127,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0028,0.0,0.0148,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,666.1478,0.0177,665.9884,666.3422,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,788.4651,0.0282,788.2585,788.7136,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0092,0.0,0.0655,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0074,0.0,0.0337,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,726.0762,0.0181,725.9179,726.4116,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,689.7979,0.0158,689.6703,690.0064,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0036,0.0,0.0323,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,649.59,0.0177,649.4343,649.7804,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0038,0.0,0.035,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0028,0.0,0.0142,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0027,0.0,0.0124,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,659.8496,0.0171,659.7178,660.0446,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0038,0.0,0.0346,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,677.1548,0.0173,676.9983,677.3481,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0036,0.0,0.0328,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,674.4476,0.017,674.2848,674.6452,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,705.637,0.0161,705.508,705.8459,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,668.2112,0.0165,667.8331,668.4142,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0041,0.0,0.0344,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0033,0.0,0.0157,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,756.0627,0.0288,755.8543,756.2946,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,595.9409,0.0283,595.6771,596.3455,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.011,0.0,0.0682,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0077,0.0,0.0347,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,658.2424,0.0167,658.1148,658.5847,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,665.6101,0.0177,665.4432,665.8155,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0036,0.0,0.033,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0029,0.0,0.0144,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,639.7442,0.0289,639.5481,639.9772,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0097,0.0,0.0647,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0083,0.0,0.0361,prefilter,continue_operation,False
202,Hybrid,0.15,Q4_K_M,621.2229,0.0176,621.0926,621.5642,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,749.1091,0.0158,748.9837,749.3211,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,707.4197,0.0285,707.2139,707.6648,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0096,0.0,0.065,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,668.1357,0.0288,667.9093,668.5086,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0098,0.0,0.0656,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0084,0.0,0.0383,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,620.9976,0.017,620.8598,621.3362,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,797.3667,0.0187,797.2086,797.5775,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,718.6531,0.0295,718.4469,718.9001,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0096,0.0,0.0657,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,759.5344,0.018,759.3746,759.8707,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0042,0.0,0.0345,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0031,0.0,0.0151,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0025,0.0,0.0117,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0026,0.0,0.0116,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0026,0.0,0.011,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,670.6616,0.0174,670.5233,670.8574,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,705.3288,0.026,705.0728,705.5718,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0088,0.0,0.0623,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0073,0.0,0.0351,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,610.1228,0.0177,609.9746,610.4516,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,640.582,0.0172,640.4436,640.8112,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,733.5111,0.0168,733.3527,733.718,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0037,0.0,0.0339,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0031,0.0,0.0151,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0034,0.0,0.0133,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0025,0.0,0.0109,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0024,0.0,0.0122,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,734.3264,0.0282,734.1199,734.5576,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0089,0.0,0.0626,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,646.2634,0.0161,646.1366,646.5997,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0037,0.0,0.0333,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0035,0.0,0.0333,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,755.1934,0.0168,755.0605,755.3843,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,650.0609,0.0285,649.8314,650.3062,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,680.3289,0.0164,680.1913,680.6843,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,660.725,0.0175,660.5685,660.9357,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0035,0.0,0.0347,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0028,0.0,0.0146,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0031,0.0,0.0124,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,674.6202,0.0282,674.415,674.8519,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0106,0.0,0.0651,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.008,0.0,0.0368,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0071,0.0,0.0325,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,674.9084,0.0281,674.7074,675.2733,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,812.9802,0.0179,812.8206,813.3432,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,646.928,0.017,646.7902,647.1421,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,667.8852,0.0175,667.7365,668.0941,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0036,0.0,0.0332,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,723.1399,0.016,723.0162,723.3305,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0038,0.0,0.0347,prefilter,activate_cooling,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0029,0.0,0.0159,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,712.2061,0.0299,711.9852,712.4319,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,655.6434,0.0178,655.4979,656.0114,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0049,0.0,0.0364,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0034,0.0,0.0175,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0028,0.0,0.0146,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0026,0.0,0.0129,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,730.4179,0.018,730.2617,730.6176,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,723.6874,0.0162,723.5605,723.9018,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,644.1658,0.03,643.9081,644.4138,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0104,0.0,0.0705,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0081,0.0,0.0382,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0072,0.0,0.0336,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0066,0.0,0.0299,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0073,0.0,0.0301,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,701.6626,0.0175,701.5203,702.0005,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,673.8761,0.03,673.6264,674.1601,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,608.0597,0.0303,607.802,608.4747,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0108,0.0,0.0716,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,682.7212,0.0179,682.5817,683.0679,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,738.2517,0.0185,738.0556,738.4707,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,803.311,0.0303,803.1025,803.564,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,645.6225,0.017,645.4529,646.014,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0045,0.0,0.0358,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,678.8524,0.0283,678.6556,679.0888,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0101,0.0,0.0673,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,762.6894,0.0176,762.4085,763.0277,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0042,0.0,0.0349,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0031,0.0,0.0139,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,614.3716,0.0174,614.2342,614.5711,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.004,0.0,0.0346,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,653.5809,0.0289,653.3533,653.8131,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0095,0.0,0.0662,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0075,0.0,0.0353,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0069,0.0,0.0322,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,687.4664,0.0281,687.2625,687.8409,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,653.5421,0.0175,653.3867,653.9056,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,657.9689,0.0288,657.7711,658.2161,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0096,0.0,0.0674,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.008,0.0,0.0374,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0068,0.0,0.0319,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0063,0.0,0.0278,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0061,0.0,0.0268,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,630.0517,0.0163,629.8922,630.3837,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0043,0.0,0.0352,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,627.8729,0.0178,627.7085,628.0667,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,712.443,0.0181,712.3072,712.6559,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0042,0.0,0.0363,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.003,0.0,0.0139,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,750.3179,0.0296,750.0568,750.5551,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,687.0226,0.0292,686.815,687.4241,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0099,0.0,0.0673,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,690.7639,0.0175,690.6029,691.1077,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,648.7425,0.0276,648.548,648.9894,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0099,0.0,0.0655,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,668.1648,0.0267,667.907,668.5277,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,681.3108,0.0175,681.1734,681.6694,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.004,0.0,0.0356,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0031,0.0,0.0138,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0029,0.0,0.0147,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,679.6183,0.0164,679.4942,679.8117,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,652.6674,0.031,652.4397,652.9154,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0104,0.0,0.0689,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0082,0.0,0.0374,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0067,0.0,0.0317,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0066,0.0,0.03,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0065,0.0,0.0312,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,765.0813,0.017,764.9059,765.4225,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0041,0.0,0.0363,prefilter,activate_cooling,False
202,Hybrid,0.15,Q4_K_M,0.0,0.003,0.0,0.015,prefilter,activate_cooling,False
202,Hybrid,0.15,Q4_K_M,0.0,0.003,0.0,0.0137,prefilter,continue_operation,False
202,Hybrid,0.15,Q4_K_M,656.1391,0.0188,655.9793,656.3377,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,721.8215,0.0191,721.6789,722.0424,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,666.8344,0.0181,666.6819,667.0509,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,653.2801,0.0167,653.1538,653.4978,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0042,0.0,0.035,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,744.854,0.018,744.6937,745.0516,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,673.892,0.0164,673.768,674.1036,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,710.5581,0.0173,710.3951,710.7697,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0049,0.0,0.0362,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,665.0432,0.0162,664.9177,665.2355,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0041,0.0,0.0349,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,660.7883,0.029,660.5929,661.0171,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0103,0.0,0.071,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.008,0.0,0.0377,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.007,0.0,0.0323,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0066,0.0,0.0297,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0062,0.0,0.0283,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0061,0.0,0.0268,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0061,0.0,0.028,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0061,0.0,0.0266,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.006,0.0,0.03,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,719.0845,0.0293,718.8538,719.461,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0093,0.0,0.0625,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0076,0.0,0.0347,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0067,0.0,0.032,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,667.3441,0.0296,667.1348,667.7134,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0097,0.0,0.0647,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0073,0.0,0.0342,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,659.0602,0.0274,658.8364,659.4282,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.009,0.0,0.0635,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0073,0.0,0.0338,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0065,0.0,0.0294,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,683.2201,0.0277,683.016,683.5882,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,674.3164,0.0291,674.0898,674.7116,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,639.1542,0.0295,638.9389,639.546,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,693.8329,0.03,693.5885,694.2324,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0112,0.0,0.0722,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,659.8496,0.0124,659.7178,0.3206,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0087,0.0,0.0413,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,714.928,0.0173,714.7904,715.1972,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0039,0.0,0.0347,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0029,0.0,0.0143,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0027,0.0,0.0135,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,758.4698,0.0295,758.2063,758.7004,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0101,0.0,0.0654,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0075,0.0,0.0357,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0069,0.0,0.0299,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0063,0.0,0.0286,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,710.9951,0.0182,710.8321,711.3311,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,640.459,0.017,640.3226,640.6733,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,611.6263,0.0177,611.4731,611.8392,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.004,0.0,0.0355,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,656.1653,0.0179,656.0071,656.3588,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,630.3393,0.029,630.1011,630.5843,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,657.9528,0.0168,657.7904,658.3124,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0036,0.0,0.0339,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,788.5599,0.0181,788.4058,788.754,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.004,0.0,0.0359,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,678.9925,0.0295,678.7894,679.2234,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,623.6063,0.0283,623.408,623.9986,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,717.865,0.0186,717.7056,718.225,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,580.5869,0.0177,580.45,580.7981,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0042,0.0,0.0357,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,605.6493,0.0294,605.4204,605.9061,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,676.0847,0.0283,675.8788,676.4814,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0095,0.0,0.0656,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0075,0.0,0.0416,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0069,0.0,0.0314,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,703.1344,0.018,702.9629,703.4658,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.004,0.0,0.0361,prefilter,activate_cooling,False
202,Hybrid,0.15,Q4_K_M,695.5323,0.0167,695.3686,695.7251,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,770.0099,0.0179,769.8478,770.2304,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0042,0.0,0.0354,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,729.8268,0.0166,729.7034,730.016,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0037,0.0,0.0329,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,635.4777,0.0309,635.2767,635.7249,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0093,0.0,0.0643,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,729.2504,0.0281,729.0178,729.6526,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0104,0.0,0.0651,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0075,0.0,0.039,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0066,0.0,0.0312,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,697.8974,0.0168,697.7613,698.2247,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,742.7512,0.028,742.4912,742.991,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0091,0.0,0.0641,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,609.7074,0.0175,609.5655,610.0404,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,703.4086,0.0285,703.1737,703.6542,slm,continue_operation,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0099,0.0,0.0674,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,0.0,0.0075,0.0,0.0356,prefilter,emergency_stop,False
202,Hybrid,0.15,Q4_K_M,687.5646,0.0185,687.425,687.8999,slm,continue_operation,False
